contract,method,seed,perturbation_group,perm_rep,mean_abs_pred_change,mean_delta_AE
GROUP_complete,combined_kd,101,all_support,99,0.735317458497717,0.46505723575835534
GROUP_complete,combined_kd,101,observation_support,0,0.6370615832349087,0.4887686173662226
GROUP_complete,combined_kd,101,observation_support,1,0.7156909526662624,0.3989009504521147
GROUP_complete,combined_kd,101,observation_support,2,0.6676028662539543,0.5062692996288868
GROUP_complete,combined_kd,101,observation_support,3,0.7424063631828796,0.4695112569687215
GROUP_complete,combined_kd,101,observation_support,4,0.713780552782911,0.45824481787580124
GROUP_complete,combined_kd,101,observation_support,5,0.8192385282922299,0.5043956668732014
GROUP_complete,combined_kd,101,observation_support,6,0.7717915215390794,0.3693096338840241
GROUP_complete,combined_kd,101,observation_support,7,0.6658804619565923,0.4007377499925329
GROUP_complete,combined_kd,101,observation_support,8,0.7514735891463908,0.5096046032195395
GROUP_complete,combined_kd,101,observation_support,9,0.7862063088315598,0.5115428302237328
GROUP_complete,combined_kd,101,observation_support,10,0.7614035682475313,0.4998990677975593
GROUP_complete,combined_kd,101,observation_support,11,0.7055750121461585,0.5272672900139017
GROUP_complete,combined_kd,101,observation_support,12,0.772407831029689,0.5320886448393477
GROUP_complete,combined_kd,101,observation_support,13,0.6205539120004532,0.34871184614871414
GROUP_complete,combined_kd,101,observation_support,14,0.5962147864889591,0.3859203658814126
GROUP_complete,combined_kd,101,observation_support,15,0.7350897433909964,0.48885669635204554
GROUP_complete,combined_kd,101,observation_support,16,0.6808111261814198,0.4184923556713348
GROUP_complete,combined_kd,101,observation_support,17,0.6884383876272973,0.4799955552892482
GROUP_complete,combined_kd,101,observation_support,18,0.6926644888330014,0.46067393613368907
GROUP_complete,combined_kd,101,observation_support,19,0.7548890215285281,0.4764518876583018
GROUP_complete,combined_kd,101,observation_support,20,0.6577693959499927,0.4089800596845911
GROUP_complete,combined_kd,101,observation_support,21,0.735402079338723,0.5085346624699045
GROUP_complete,combined_kd,101,observation_support,22,0.6901667219527224,0.440072257102804
GROUP_complete,combined_kd,101,observation_support,23,0.7023205173776504,0.42548288006478163
GROUP_complete,combined_kd,101,observation_support,24,0.7064752629462708,0.4273139824157066
GROUP_complete,combined_kd,101,observation_support,25,0.624178039266708,0.3606978115325279
GROUP_complete,combined_kd,101,observation_support,26,0.679069201996986,0.4024787570263477
GROUP_complete,combined_kd,101,observation_support,27,0.7039813386633041,0.37564439858781534
GROUP_complete,combined_kd,101,observation_support,28,0.7319330915491632,0.3600665675629961
GROUP_complete,combined_kd,101,observation_support,29,0.6843296111898219,0.46762486802770736
GROUP_complete,combined_kd,101,observation_support,30,0.726482573975908,0.4192269323633072
GROUP_complete,combined_kd,101,observation_support,31,0.8394859090764472,0.4538835483713353
GROUP_complete,combined_kd,101,observation_support,32,0.7144763292150295,0.48444815402335306
GROUP_complete,combined_kd,101,observation_support,33,0.715353676613341,0.39160070837304944
GROUP_complete,combined_kd,101,observation_support,34,0.6334566182278573,0.4581877008194619
GROUP_complete,combined_kd,101,observation_support,35,0.7596440974702227,0.4209709016110035
GROUP_complete,combined_kd,101,observation_support,36,0.709517369879053,0.3645573319577156
GROUP_complete,combined_kd,101,observation_support,37,0.6964017660059827,0.39661639211532923
GROUP_complete,combined_kd,101,observation_support,38,0.6662878178535624,0.434628566863689
GROUP_complete,combined_kd,101,observation_support,39,0.7104515978630553,0.4633353329110653
GROUP_complete,combined_kd,101,observation_support,40,0.775317777978613,0.521504141523483
GROUP_complete,combined_kd,101,observation_support,41,0.7030695042711623,0.4418365610406754
GROUP_complete,combined_kd,101,observation_support,42,0.5950693018892979,0.3558289387073923
