contract,method,seed,perturbation_group,mean_abs_pred_change,mean_perturbation_l2_distance,standardized_sensitivity,dimension_normalized_sensitivity
SPATIAL_complete,representation_kd,202,radiation,0.8265708127329426,1.958320449243252,0.4220814898051694,0.8265708127329426
SPATIAL_complete,representation_kd,202,temperature,0.6113191919942056,2.145152565416429,0.2849770230096654,0.3056595959971028
SPATIAL_complete,representation_kd,202,water_balance,1.0004489796776923,3.555538532609975,0.2813776226868851,0.2501122449194231
SPATIAL_complete,representation_kd,303,all_physical,0.8995921611785889,4.647441150897773,0.1935671979417353,0.1285131658826555
SPATIAL_complete,representation_kd,303,all_support,0.6678680373776343,1.4602701610499995,0.4573592306350696,0.2226226791258781
SPATIAL_complete,representation_kd,303,observation_support,0.6678680373776343,1.4602701610499995,0.4573592306350696,0.2226226791258781
SPATIAL_complete,representation_kd,303,radiation,0.731492773179085,1.958320449243252,0.3735306821012771,0.731492773179085
SPATIAL_complete,representation_kd,303,temperature,1.4519349221260316,2.145152565416429,0.676844596292617,0.7259674610630158
SPATIAL_complete,representation_kd,303,water_balance,0.3261635457315752,3.555538532609975,0.0917339364318631,0.0815408864328938
SPATIAL_complete,supervised,101,all_physical,0.4155020444623886,4.647441150897773,0.0894044767800952,0.0593574349231983
SPATIAL_complete,supervised,101,all_support,0.4651157356077625,1.4602701610499995,0.318513483335854,0.1550385785359208
SPATIAL_complete,supervised,101,observation_support,0.4651157356077625,1.4602701610499995,0.318513483335854,0.1550385785359208
SPATIAL_complete,supervised,101,radiation,0.3320933118943245,1.958320449243252,0.1695806792103329,0.3320933118943245
SPATIAL_complete,supervised,101,temperature,0.3554023734984859,2.145152565416429,0.1656769682623144,0.1777011867492429
SPATIAL_complete,supervised,101,water_balance,0.5407570523600425,3.555538532609975,0.1520886491315684,0.1351892630900106
SPATIAL_complete,supervised,202,all_physical,0.8539310155376312,4.647441150897773,0.1837421901238036,0.1219901450768044
SPATIAL_complete,supervised,202,all_support,1.3620703028094383,1.4602701610499995,0.9327522667648814,0.4540234342698128
SPATIAL_complete,supervised,202,observation_support,1.3620703028094383,1.4602701610499995,0.9327522667648814,0.4540234342698128
SPATIAL_complete,supervised,202,radiation,1.018908400689402,1.958320449243252,0.520297074507196,1.018908400689402
SPATIAL_complete,supervised,202,temperature,1.114399467745135,2.145152565416429,0.5194966016453388,0.5571997338725675
SPATIAL_complete,supervised,202,water_balance,0.844680666923523,3.555538532609975,0.237567574975271,0.2111701667308807
SPATIAL_complete,supervised,303,all_physical,0.9719966842282204,4.647441150897773,0.2091466363248612,0.13885666917546
SPATIAL_complete,supervised,303,all_support,0.4819404877001239,1.4602701610499995,0.3300351541479537,0.1606468292333746
SPATIAL_complete,supervised,303,observation_support,0.4819404877001239,1.4602701610499995,0.3300351541479537,0.1606468292333746
SPATIAL_complete,supervised,303,radiation,1.2929937743371531,1.958320449243252,0.660256483986643,1.2929937743371531
SPATIAL_complete,supervised,303,temperature,0.9714938978995046,2.145152565416429,0.4528786966303535,0.4857469489497523
SPATIAL_complete,supervised,303,water_balance,0.2835650674758418,3.555538532609975,0.079753057061544,0.0708912668689604
